rnRoomNameID,rnRoomTypeID,rnRoomNameEn,rnRoomNameAr
403,10,Apartment - Split Level,شقة - سبليت المستوى
404,10,Apartment With Shared Bathroom,شقة مع حمام مشترك
405,10,Apartment with Balcony,شقة مع شرفة
406,10,Apartment with Garden View,شقة مطلة على الحديقة
407,10,Apartment with Lake View,شقة مطلة على البحيرة
408,10,Apartment with Mountain View,شقة مطلة على الجبل
409,10,Apartment with Pool View,شقة مطلة على حمام السباحة
410,10,Apartment with Sauna,شقة مع ساونا
411,10,Apartment with Sea View,شقة مطلة على البحر
412,10,Apartment with Shower,شقة مع دش
413,10,Apartment with Terrace,شقة مع تراس
414,10,Deluxe Apartment,شقة ديلوكس
415,10,Duplex Apartment,شقة دوبلكس
416,10,Loft,العلية
417,10,Maisonette,بيت صغير
418,10,One-Bedroom Apartment,شقة بغرفة نوم واحدة
419,10,Penthouse Apartment,شقة بنتهاوس
420,10,Standard Apartment,شقة قياسية
421,10,Studio Apartment,شقة استوديو
422,10,Studio Apartment with Sea View,شقة استوديو مطلة على البحر
423,10,Superior Apartment,شقة سوبيريور
424,10,Superior Apartment with Sauna,شقة سوبيريور مع ساونا
425,10,Three-Bedroom Apartment,شقة من 3 غرف نوم
426,10,Two-Bedroom Apartment,شقة من غرفتي نوم
427,11,10-Bed Male Dormitory Room,صالة نوم مشتركة للذكور من 10 أسرّة
428,11,10-Bed Mixed Dormitory Room,صالة نوم مشتركة مختلطة من 10 أسرّة
429,11,4-Bed Female Dormitory Room,صالة نوم مشتركة للإناث من 4 أسرّة
430,11,4-Bed Male Dormitory Room,غرفة مكان النَّوم للذكور بـ 4 أسرّة
431,11,4-Bed Mixed Dormitory Room,صالة نوم مشتركة مختلطة من 4 أسرّة
432,11,6-Bed Female Dormitory Room,صالة نوم مشتركة للإناث من 6 أسرّة
433,11,6-Bed Male Dormitory Room,غرفة مكان النَّوم للذكور بـ 6 أسرّة
434,11,6-Bed Mixed Dormitory Room,مكان النَّوم مختلط مكون من 6 أسرّة
435,11,8-Bed Female Dormitory Room,صالة نوم مشتركة للإناث من 8 أسرّة
436,11,8-Bed Male Dormitory Room,غرفة مكان النَّوم للذكور بـ 8 أسرّة
437,11,8-Bed Mixed Dormitory Room,صالة نوم مشتركة مختلطة من 8 أسرّة
438,11,Female Dormitory Room,غرفة مكان النَّوم للإناث
439,11,Male Dormitory Room,غرفة مكان النَّوم للذكور
440,11,Mixed Dormitory Room,غرفة مكان النَّوم مختلط
441,12,Bed in 10-Bed Mixed Dormitory Room,سرير في صالة نوم مشتركة مختلطة من 10 أسرّة
442,12,Bed in 4-Bed Dormitory Room,سرير في صالة نوم مشتركة من 4 أسرّة
443,12,Bed in 4-Bed Female Dormitory Room,سرير في غرفة مكان النَّوم للإناث من 4 أسرّة
444,12,Bed in 4-Bed Male Dormitory Room,سرير في غرفة مكان النَّوم للذكور بـ 4 أسرّة
445,12,Bed in 4-Bed Mixed Dormitory Room,سرير في صالة نوم مشتركة مختلطة من 4 أسرّة
446,12,Bed in 6-Bed Dormitory Room,سرير في صالة نوم مشتركة من 6 أسرّة
447,12,Bed in 6-Bed Female Dormitory Room,سرير في غرفة مكان النَّوم للإناث مكونة من 6 أسرّة
448,12,Bed in 6-Bed Mixed Dormitory Room,سرير في صالة نوم مشتركة مختلطة من 6 أسرّة
449,12,Bed in 8-Bed Dormitory Room,سرير في صالة نوم مشتركة من 8 أسرّة
450,12,Bed in 8-Bed Mixed Dormitory Room,سرير في صالة نوم مشتركة مختلطة من 8 أسرّة
451,12,Bed in Male Dormitory Room,سرير في صالة نوم مشتركة للذكور
452,12,Bunk Bed in Female Dormitory Room,سرير بطابقين في صالة نوم مشتركة للإناث
453,12,Bunk Bed in Male Dormitory Room,سرير بطابقين في صالة نوم مشتركة للذكور
454,12,Bunk Bed in Mixed Dormitory Room,سرير بطابقين في صالة نوم مشتركة مختلطة
455,12,Single Bed in 10-Bed Dormitory Room,سرير مفرد في صالة نوم مشتركة من 10 أسرّة
456,12,Single Bed in 4-Bed Dormitory Room,سرير مفرد في صالة نوم مشتركة من 4 أسرّة
457,12,Single Bed in 6-Bed Dormitory Room,سرير مفرد في صالة نوم مشتركة من 6 أسرّة
458,12,Single Bed in Dormitory Room,سرير مفرد في صالة نوم مشتركة
